EffectType,Name,Description,ArgumentType,DefaultValue,Required,DatabaseKind
EFFECT_GRANT_UNIT_YIELD_ADJACENT_NATURAL_WONDERS,YieldType,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_TERRAINS,Amount,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_TERRAINS,TerrainType,,,,,
EFFECT_GRANT_UNIT_YIELD_ADJACENT_TERRAINS,YieldType,,,,,
EFFECT_GRANT_YIELD,Amount,,,,,
EFFECT_GRANT_YIELD,Scale,,,,,
EFFECT_GRANT_YIELD,YieldType,,,,,
EFFECT_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE,Multiplier,,,,,
EFFECT_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE,YieldToBaseOn,,,,,
EFFECT_GRANT_YIELD_BASED_ON_CURRENT_YIELD_RATE,YieldToGrant,,,,,
EFFECT_GRANT_YIELD_PER_EXCESS_LUXURIES,Amount,,,,,
EFFECT_GRANT_YIELD_PER_EXCESS_LUXURIES,YieldType,,,,,
EFFECT_GRANT_YIELD_PER_GREAT_WORK_IN_CITY,Amount,,,,,
EFFECT_GRANT_YIELD_PER_GREAT_WORK_IN_CITY,GreatWorkObjectType,,,,,
EFFECT_GRANT_YIELD_PER_GREAT_WORK_IN_CITY,YieldType,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,Amount,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,Description,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,DistrictType,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,ImprovementType,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,TilesRequired,,,,,
EFFECT_IMPROVEMENT_ADJACENCY,YieldType,,,,,
EFFECT_KILL_EMERGENCY_TARGET_SPIES_IN_CITY,,,,,,
EFFECT_MAP_REMOVE_CLIFFS_IN_DIRECTION,Radius,,,,,
EFFECT_MOUNTAIN_PORTAL,,,,,,
EFFECT_PLAYER_ADJUST_FAVOR_FROM_DELEGATIONS,Amount,,,,,
EFFECT_PLAYER_ADJUST_FAVOR_FROM_EMBASSIES,Amount,,,,,
EFFECT_PLAYER_ADJUST_YIELD_FROM_DELEGATIONS,Amount,,,,,
EFFECT_PLAYER_ADJUST_YIELD_FROM_DELEGATIONS,YieldType,,,,,
EFFECT_PLAYER_ADJUST_YIELD_FROM_EMBASSIES,Amount,,,,,
EFFECT_PLAYER_ADJUST_YIELD_FROM_EMBASSIES,YieldType,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_COMPARE_ARMY_SIZE,AdjustPerStep,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_COMPARE_ARMY_SIZE,DeltaUnits,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_COMPARE_ARMY_SIZE,MaxSteps,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_COMPARE_ARMY_SIZE,MinUnitsNeeded,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_COMPARE_ARMY_SIZE,StatementKey,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_DISTRICT_SPREAD,SimpleModifierDescription,,,,,
EFFECT_PLAYER_DIPLOMACY_AGENDA_DISTRICT_SPREAD,StatementKey,,,,,
EFFECT_PLAYER_DISCOVER_HERO,HeroClassType,The Hero Class to grant.,database,,1,KIND_HEROCLASS
EFFECT_PLAYER_SEND_GOLD_TO_EMERGENCIES_OF_TYPE,Amount,,,,,
EFFECT_PLAYER_SEND_GOLD_TO_EMERGENCIES_OF_TYPE,EmergencyType,,,,,
EFFECT_PURCHASE_PRODUCTION_IN_CITY,,,,,,
EFFECT_REPLACE_PLAYER_GOVERNMENT_SLOT_TYPE,AddedGovernmentSlotType,,database,,1,
EFFECT_REPLACE_PLAYER_GOVERNMENT_SLOT_TYPE,ReplacedGovernmentSlotType,,database,,1,
EFFECT_REPLACE_PLAYER_GOVERNMENT_SLOT_TYPE,ReplacesAll,,,,,
EFFECT_RESTORE_UNIT_MOVEMENT,,,,,,
EFFECT_RIVER_ADJACENCY,Amount,,int,,1,
EFFECT_RIVER_ADJACENCY,Description,,text,,1,
EFFECT_RIVER_ADJACENCY,DistrictType,,database,,1,KIND_DISTRICT
EFFECT_RIVER_ADJACENCY,YieldType,,database,,1,KIND_YIELD
EFFECT_SETTLED_FOREIGN_CONTINENT_UNIT_CLASS,UnitPromotionClassType,,,,,
EFFECT_TERRAIN_ADJACENCY,Amount,,int,,1,
EFFECT_TERRAIN_ADJACENCY,Description,,text,,1,
EFFECT_TERRAIN_ADJACENCY,DistrictType,,database,,1,KIND_DISTRICT
EFFECT_TERRAIN_ADJACENCY,TerrainType,,database,,1,KIND_TERRAIN
EFFECT_TERRAIN_ADJACENCY,TilesRequired,,,,,
EFFECT_TERRAIN_ADJACENCY,YieldType,,database,,1,KIND_YIELD
EFFECT_TRADE_ROUTE_DISABLE,Domestic,,,,,
EFFECT_TRADE_ROUTE_DISABLE,InternationalMajors,,,,,
EFFECT_TRADE_ROUTE_DISABLE,InternationalMinors,,,,,
EFFECT_TREAT_CAPITAL_AS_HOLY_CITY,Value,,bool,,1,
EFFECT_TREAT_HOLY_SITE_AS_HOLY_CITY,Value,,bool,,1,
EFFECT_TRIGGER_GAME_MECHANIC,MechanicName,,text,,1,
EFFECT_UNIT_TELEPORT,,,,,,
EFFECT_UNIT_TRANSFER_CITY_AS_GIFT_AND_APPLY_MODIFIER,ModifierId,,,,,
