ModifierType,CollectionType,EffectType
MODIFIER_ALL_UNITS_ADJUST_HEAL_RELIGION_PER_TURN,COLLECTION_ALL_UNITS,EFFECT_ADJUST_UNIT_HEALING_RELIGION_MODIFIERS
MODIFIER_CITY_ADJUST_CITY_FRIENDLY_COMBAT_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_CITY_FRIENDLY_COMBAT_BONUS
MODIFIER_CITY_ADJUST_UNIT_DOMAIN_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_DOMAIN_PRODUCTION
MODIFIER_CITY_DISTRICTS_ADJUST_DISTRICT_HOUSING,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_HOUSING
MODIFIER_CITY_DISTRICTS_ADJUST_DISTRICT_AMENITY,COLLECTION_CITY_DISTRICTS,EFFECT_ADJUST_DISTRICT_AMENITY
MODIFIER_CITY_OWNER_ADJUST_BUILDING_HOUSING,COLLECTION_OWNER_CITY,EFFECT_ADJUST_BUILDING_HOUSING
MODIFIER_CITY_OWNER_ADJUST_IMPROVEMENT_AMENITY,COLLECTION_OWNER_CITY,EFFECT_ADJUST_IMPROVEMENT_AMENITY
MODIFIER_CITY_TRAINED_UNITS_ADJUST_GRANT_EXPERIENCE,COLLECTION_CITY_TRAINED_UNITS,EFFECT_ADJUST_UNIT_GRANT_EXPERIENCE
MODIFIER_CITY_ADJUST_STRATEGIC_RESOURCE_REQUIREMENT_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_CITY_STRATEGIC_RESOURCE_REQUIREMENT_MODIFIER
MODIFIER_DISTRICT_ADJUST_CITY_ATTACK_RANGE,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_ATTACK_RANGE
MODIFIER_ALL_CITIES_ADJUST_DISTRICT_BUILDING_PRODUCTION,COLLECTION_ALL_CITIES,EFFECT_ADJUST_DISTRICT_BUILDING_PRODUCTION
MODIFIER_CONGRESS_ATTACH_MODIFIER_TO_MINORCIVBONUSTYPE,COLLECTION_OWNER,EFFECT_ATTACH_MODIFIER_TO_MINORCIVBONUSTYPE
MODIFIER_CONGRESS_ATTACH_MODIFIER_TO_PLAYERTYPE,COLLECTION_OWNER,EFFECT_ATTACH_MODIFIER_TO_PLAYERTYPE
MODIFIER_GOVERNMENT_ADJUST_SLOTS,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_GOVERNMENT_SLOTS
MODIFIER_GOVERNOR_ADJUST_ALLIANCE_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_GOVERNOR_ALLIANCE_POINTS
MODIFIER_GOVERNOR_ADJUST_CAN_FAITH_PURCHASE_DISTRICTS,COLLECTION_OWNER,EFFECT_ADJUST_CAN_FAITH_PURCHASE_DISTRICTS
MODIFIER_GOVERNOR_ADJUST_CITY_COPY_STRATEGICS_FOR_IMPORT,COLLECTION_OWNER,EFFECT_GOVERNOR_ADJUST_CITY_COPY_STRATEGICS_FOR_IMPORT
MODIFIER_GOVERNOR_ADJUST_CITY_MILITARY_UNIT_PRODUCTION,COLLECTION_OWNER,EFFECT_ADJUST_CITY_ALL_MILITARY_UNITS_PRODUCTION
MODIFIER_GOVERNOR_ADJUST_DISTRICT_COMBAT_BONUS,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_UNIT_AGAINST_DISTRICT_COMBAT_BONUS
MODIFIER_GOVERNOR_ADJUST_FEATURE_NO_IMPROVEMENT_APPEAL,COLLECTION_OWNER,EFFECT_ADJUST_FEATURE_NO_IMPROVEMENT_APPEAL_GOVERNOR
MODIFIER_GOVERNOR_ADJUST_HEAL,COLLECTION_OWNER,EFFECT_ADJUST_EXTRA_HEAL_GOVERNOR
MODIFIER_GOVERNOR_ADJUST_GRIEVENCE_SCORE,COLLECTION_OWNER,EFFECT_ADJUST_GOVERNOR_GRIEVENCE_SCORE
MODIFIER_GOVERNOR_ADJUST_IGNORE_CULTURAL_IDENTITY,COLLECTION_OWNER,EFFECT_ADJUST_IGNORE_IDENTITY_PRESSURE
MODIFIER_GOVERNOR_ADJUST_PREVENET_STRUCTURAL_DAMAGE,COLLECTION_OWNER,EFFECT_ADJUST_PREVENT_STRUCTURAL_DAMAGE
MODIFIER_GOVERNOR_ADJUST_RESOURCE_POWER_PROVIDED_GOVERNOR,COLLECTION_OWNER,EFFECT_ADJUST_RESOURCE_POWER_PROVIDED_GOVERNOR
MODIFIER_GRANT_ROUTE_IN_RADIUS,COLLECTION_OWNER,EFFECT_GRANT_ROUTE_IN_RADIUS
MODIFIER_MAP_REMOVE_CLIFFS_IN_DIRECTION,COLLECTION_OWNER,EFFECT_MAP_REMOVE_CLIFFS_IN_DIRECTION
MODIFIER_PLAYER_ADD_FAVOR,COLLECTION_OWNER,EFFECT_ADD_PLAYER_FAVOR
MODIFIER_PLAYER_ADD_SEQUESTERED_CARBON,COLLECTION_OWNER,EFFECT_ADD_PLAYER_SEQUESTERED_CARBON
MODIFIER_PLAYER_ADJUST_ALL_DISTRICTS_CULTURE_BOMB,COLLECTION_OWNER,EFFECT_ADJUST_ALL_DISTRICTS_CULTURE_BOMB
MODIFIER_PLAYER_ADJUST_ADDITIONAL_PILLAGING,COLLECTION_OWNER,EFFECT_ADJUST_ADDITIONAL_PILLAGING
MODIFIER_PLAYER_ADJUST_ANYONE_PLUNDER_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ANYONE_PLUNDER_FAVOR
MODIFIER_PLAYER_ADJUST_ANYONE_TRADE_TO_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ANYONE_TRADE_TO_FAVOR
MODIFIER_PLAYER_ADJUST_AUTO_THEME_BUILDINGS_WITH_X_SLOTS,COLLECTION_OWNER,EFFECT_ADJUST_AUTO_THEMED_BUILDINGS_WITH_X_SLOTS
MODIFIER_PLAYER_ADJUST_AVOID_RANDOM_EVENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_RANDOM_EVENT_AVOID
MODIFIER_PLAYER_ADJUST_BAN_RESOURCE,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BAN_RESOURCE
MODIFIER_PLAYER_ADJUST_BANNED_DIPLOMATIC_ACTION,COLLECTION_OWNER,EFFECT_ADJUST_BANNED_DIPLOMATIC_ACTIONS
MODIFIER_PLAYER_ADJUST_BANNED_DIPLOMATIC_ACTION_SPECIFIC_CIVILIZATION,COLLECTION_OWNER,EFFECT_ADJUST_BANNED_DIPLOMATIC_ACTIONS_SPECIFIC_CIVILIZATION
MODIFIER_PLAYER_ADJUST_BID_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_BID_COST_MODIFIER
MODIFIER_PLAYER_ADJUST_BLOCK_UNIT_ENTRY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_BLOCK_UNIT_ENTRY
MODIFIER_PLAYER_ADJUST_CAPITAL,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_CAPITAL
MODIFIER_PLAYER_ADJUST_CO2_GENERATION_REDUCTION,COLLECTION_OWNER,EFFECT_ADJUST_CO2_GENERATION_REDUCTION
MODIFIER_PLAYER_ADJUST_ALWAYS_LOYAL_COASTAL_HOME_CONTINENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ALWAYS_LOYAL_COASTAL_HOME_CONTINENT
MODIFIER_PLAYER_ADJUST_DIPLOMATIC_VICTORY_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_DIPLOMATIC_VICTORY_POINTS
MODIFIER_PLAYER_ADJUST_DISTRICT_ADD_NAVAL_UNIT,COLLECTION_OWNER,EFFECT_DISTRICT_ADD_NAVAL_UNIT
MODIFIER_PLAYER_ADJUST_DISTRICT_UNLOCK,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_PREREQ
MODIFIER_PLAYER_ADJUST_EMERGENCY_FAVOR_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_EMERGENCY_FAVOR_MODIFIER
MODIFIER_PLAYER_ADJUST_ENVOYS_FROM_LEVIED_CITY_STATES,COLLECTION_OWNER,EFFECT_GRANT_INFLUENCE_TOKEN_LEVY_MILITARY
MODIFIER_PLAYER_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_KILLED_BY_GDR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ERA_SCORE_PER_NON_BARBARIAN_UNIT_KILLED_BY_GDR
MODIFIER_PLAYER_CITIES_ADJUST_EXTRA_FAVOR_PER_TURN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_PLAYER_EXTRA_FAVOR_PER_TURN
MODIFIER_PLAYER_ADJUST_EXTRA_FAVOR_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_EXTRA_FAVOR_PER_TURN
MODIFIER_PLAYER_ADJUST_FREE_RESOURCE_IMPORT_EXTRACTION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_FREE_RESOURCE_IMPORT_EXTRACTION
MODIFIER_PLAYER_ADJUST_GOVERNMENT_SLOT_TYPE_GRANT_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_GOVERNMENT_SLOT_TYPE_GRANT_FAVOR
MODIFIER_PLAYER_ADJUST_GREATPERSON_FAVOR_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_GREATPERSON_FAVOR_MODIFIER
MODIFIER_PLAYER_ADJUST_GRIEVANCE_DECAY,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_GRIEVANCE_DECAY
MODIFIER_PLAYER_DISABLE_GRIEVANCE_DECAY,COLLECTION_OWNER,EFFECT_DISABLE_PLAYER_GRIEVANCE_DECAY
MODIFIER_PLAYER_ADJUST_HEALING_FROM_DISPERSAL,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_HEALING_FROM_DISPERSAL
MODIFIER_PLAYER_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_GREAT_WORKS,COLLECTION_OWNER,EFFECT_ADJUST_IDENTITY_PER_TURN_FROM_NEARBY_GREAT_WORKS
MODIFIER_PLAYER_ADJUST_LEVIED_UNIT_IGNORE_STRATEGIC_RESOURCE,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_IGNORE_STRATEGIC_RESOURCE_LEVIED
MODIFIER_PLAYER_ADJUST_LEVIED_UNIT_UPGRADE_DISCOUNT_PERCENT,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_LEVIED_UNIT_UPGRADE_DISCOUNT_PERCENT
MODIFIER_PLAYER_ADJUST_NO_CAP_RESOURCE,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_NO_CAP_RESOURCE
MODIFIER_PLAYER_ADJUST_OVERALL_TOURISM_REDUCTION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_OVERALL_TOURISM_REDUCTION
MODIFIER_PLAYER_ADJUST_SETTLE_FOREIGN_CONTINENT_UNIT_CLASS,COLLECTION_OWNER,EFFECT_SETTLED_FOREIGN_CONTINENT_UNIT_CLASS
MODIFIER_PLAYER_ADJUST_FREE_RESOURCE_EXTRACTION,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_FREE_RESOURCE_EXTRACTED
MODIFIER_PLAYER_ADJUST_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_FAVOR_REFUND_FOR_SUCCESSFUL_RESOLUTION
MODIFIER_PLAYER_ADJUST_PREVENT_HARVEST_RESOURCE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_PREVENT_HARVEST_RESOURCE
MODIFIER_PLAYER_ADJUST_RANDOM_EVENT_MODIFIED_DAMAGE_OPPOSING_PLAYER,COLLECTION_OWNER,EFFECT_ADJUST_RANDOM_EVENT_MODIFIED_DAMAGE_OPPOSING_PLAYER
MODIFIER_PLAYER_ADJUST_RANDOM_EVENT_NO_UNIT_DAMAGE,COLLECTION_OWNER,EFFECT_ADJUST_RANDOM_EVENT_NO_UNIT_DAMAGE
MODIFIER_PLAYER_ADJUST_RESOURCE_STOCKPILE_CAP,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_RESOURCE_STOCKPILE_CAP
MODIFIER_PLAYER_ADJUST_SCIENCE_VICTORY_POINTS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SCIENCE_VICTORY_POINTS
MODIFIER_PLAYER_ADJUST_SCIENCE_VICTORY_POINTS_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SCIENCE_VICTORY_POINTS_PER_TURN
MODIFIER_PLAYER_ADJUST_SKIP_FREE_CITY_STEP,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SKIP_FREE_CITY_STEP
MODIFIER_PLAYER_ADJUST_MOST_ADVANCED_STRATEGIC_RESOURCE_COUNT,COLLECTION_OWNER,EFFECT_ADJUST_MOST_ADVANCED_STRATEGIC_RESOURCE_COUNT
MODIFIER_PLAYER_ADJUST_THEMED_ALL_YIELDS,COLLECTION_OWNER,EFFECT_ADJUST_ALL_GREAT_WORKS_YIELDS_MODIFIER
MODIFIER_PLAYER_ADJUST_THEMED_TOURISM,COLLECTION_OWNER,EFFECT_ADJUST_ALL_GREAT_WORKS_TOURISM_MODIFIER
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_RELIGIOUS_PRESSURE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_RELIGIOUS_PRESSURE
MODIFIER_PLAYER_TRADE_ROUTES_CANCEL,COLLECTION_OWNER,EFFECT_TRADE_ROUTE_CANCEL
MODIFIER_PLAYER_TRADE_ROUTES_DISABLE,COLLECTION_OWNER,EFFECT_TRADE_ROUTE_DISABLE
MODIFIER_PLAYER_ADJUST_GREAT_WORK_OBJECT_TOURISM,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_GREAT_WORK_OBJECT_TOURISM_MODIFIER
MODIFIER_PLAYER_ADJUST_GREAT_WORK_OBJECT_NO_TOURISM,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_GREAT_WORK_OBJECT_NO_TOURISM
MODIFIER_PLAYER_ADJUST_POPULATION_AFTER_CONQUEST,COLLECTION_OWNER,EFFECT_ADJUST_POPULATION_AFTER_CONQUEST
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_CAPACITY_FOUND_FOREIGN_CITY,COLLECTION_OWNER,EFFECT_GRANT_FOUND_FOREIGN_CITY_TRADE_ROUTE_CAPACITY
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_CAPACITY_GOLDEN_AGE,COLLECTION_OWNER,EFFECT_GRANT_GOLDEN_AGE_TRADE_ROUTE_CAPACITY
MODIFIER_PLAYER_ADJUST_SEND_INFLUENCE_TOKEN_FAVOR_BY_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SEND_INFLUENCE_TOKEN_FAVOR_BY_BONUS_TYPE
MODIFIER_PLAYER_ADJUST_SEND_TRADE_ROUTE_FAVOR_BY_BONUS,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SEND_TRADE_ROUTE_FAVOR_BY_BONUS_TYPE
MODIFIER_PLAYER_ADJUST_SUZERAIN_BONUS_DISABLED,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SUZERAIN_BONUS_DISABLED
MODIFIER_PLAYER_ADJUST_SUZERAIN_FAVOR_MULTIPLIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_SUZERAIN_FAVOR_MULTIPLIER
MODIFIER_PLAYER_ADJUST_ALLIANCE_FAVOR_MULTIPLIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_ALLIANCE_FAVOR_MULTIPLIER
MODIFIER_MAJOR_PLAYERS_ADJUST_SUZERAIN_FAVOR_BY_BONUS,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_SUZERAIN_FAVOR_BY_BONUS_TYPE
MODIFIER_PLAYER_ADJUST_TERRAIN_WORKABLE,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TERRAIN_WORK_IMPASSABLE_MODIFIER
MODIFIER_PLAYER_ADJUST_TOURISM_INTO_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TOURISM_FAVOR
MODIFIER_PLAYER_ADJUST_BUILDING_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_BUILDING_FAVOR
MODIFIER_PLAYER_ADJUST_POLICY_FAVOR,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_POLICY_FAVOR
MODIFIER_MAJOR_PLAYERS_ADJUST_BANNED_POLICY,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BAN_POLICY
MODIFIER_MAJOR_PLAYERS_ADJUST_BANNED_CITY_PRODUCTION,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BAN_CITY_PRODUCTION
MODIFIER_MAJOR_PLAYERS_ADJUST_GREAT_PERSON_POINTS_PERCENT,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_GREAT_PERSON_POINTS_PERCENT
MODIFIER_MAJOR_PLAYERS_ADJUST_NO_GREAT_PERSON_POINTS,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_NO_GREAT_PERSON_POINTS
MODIFIER_MAJOR_PLAYERS_ADJUST_GOVERNOR_FAVOR,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_GOVERNOR_FAVOR
MODIFIER_MAJOR_PLAYERS_ADJUST_POLICY_FAVOR,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_POLICY_FAVOR
MODIFIER_MAJOR_PLAYER_TRADE_ROUTE_BY_CITY_STATE_BONUS_TYPE_MODIFIER,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_BY_CITY_STATE_BONUS_TYPE_MODIFIER
MODIFIER_ALL_CITIES_ADJUST_PROJECT_PRODUCTION,COLLECTION_ALL_CITIES,EFFECT_ADJUST_PROJECT_PRODUCTION
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_TERRAIN_DOMESTIC,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_DOMESTIC
MODIFIER_PLAYER_ADJUST_TRADE_ROUTE_YIELD_PER_TERRAIN_INTERNATIONAL,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_TRADE_ROUTE_YIELD_PER_TERRAIN_FOR_INTERNATIONAL
MODIFIER_PLAYERS_ADD_CHOP_YIELD,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_ADD_CHOP_YIELD
MODIFIER_PLAYERS_ADJUST_CHOP_BAN,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BAN_CHOP
MODIFIER_PLAYERS_ADJUST_UNIT_BAN_PRODUCTION_YIELD,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BAN_UNIT_PRODUCTION_YIELD
MODIFIER_PLAYERS_ADJUST_UNIT_BUFF_PRODUCTION_YIELD,COLLECTION_MAJOR_PLAYERS,EFFECT_ADJUST_PLAYER_BUFF_UNIT_PRODUCTION_YIELD
MODIFIER_PLAYER_BUILT_CITIES_GRANT_FREE_POPULATION,COLLECTION_PLAYER_BUILT_CITIES,EFFECT_ADJUST_CITY_POPULATION
MODIFIER_PLAYER_CAPITAL_CITY_ADJUST_BUILDING_HOUSING,COLLECTION_PLAYER_CAPITAL_CITY,EFFECT_ADJUST_BUILDING_HOUSING
MODIFIER_PLAYER_CAPITAL_CITY_ADJUST_CITY_ENTERTAINMENT,COLLECTION_PLAYER_CAPITAL_CITY,EFFECT_ADJUST_CITY_ENTERTAINMENT
MODIFIER_PLAYER_CITIES_ADJUST_ADJACENT_RIVER_BUILDING_PRODUCTION,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ADJACENT_CITY_RIVER_BUILDING_PRODUCTION
MODIFIER_PLAYER_ADJUST_UNIT_UPGRADE_RESOURCE_COST_MODIFIER,COLLECTION_OWNER,EFFECT_ADJUST_PLAYER_UNIT_UPGRADE_RESOURCE_COST_DISCOUNT
MODIFIER_PLAYER_CITIES_ADJUST_ADJACENT_RIVER_DISTRICT_PRODUCTION,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ADJACENT_CITY_RIVER_DISTRICT_PRODUCTION
MODIFIER_PLAYER_CITIES_ADJUST_FREE_POWER,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_FREE_POWER
MODIFIER_PLAYER_CITIES_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_TERRAIN_YIELD_FROM_ADJACENT_IMPROVEMENTS
MODIFIER_PLAYER_CITIES_ADJUST_ALL_BUILDINGS_PURCHASE_COST,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_ALL_BUILDINGS_PURCHASE_COST
MODIFIER_PLAYER_CITIES_NO_CULTURE_BORDER_EXPANSION,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_NO_CULTURE_BORDER_EXPANSION
MODIFIER_PLAYER_UNITS_RELIGIOUS_SPREADS,COLLECTION_PLAYER_UNITS,EFFECT_ADJUST_BUILDING_SPREAD_CHARGES
MODIFIER_PLAYER_CITIES_ADJUST_TRADE_ROUTE_CAPACITY,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_TRADE_ROUTE_CAPACITY
MODIFIER_PLAYER_CITIES_ADJUST_ADJUST_LOYALTY_FROM_GREAT_WORKS_CITIZENS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_LOYALTY_FROM_GREAT_WORKS_CITIZENS
MODIFIER_PLAYER_CITIES_ADJUST_PLOT_PURCHASE_COST_TERRAIN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_PLOT_PURCHASE_COST_TERRAIN
MODIFIER_PLAYER_CITIES_ADJUST_RELIGION_AMENITIES_FOR_MINIMUM_FOLLOWERS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_RELIGION_AMENITIES_FOR_MINIMUM_FOLLOWERS
MODIFIER_PLAYER_CITIES_ADJUST_RESOURCE_STOCKPILE_CAP,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_PLAYER_RESOURCE_STOCKPILE_CAP
MODIFIER_PLAYER_CITIES_ADJUST_EXTRA_ACCUMULATION,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_EXTRA_ACCUMULATION
MODIFIER_PLAYER_CITIES_ADJUST_EXTRA_ACCUMULATION_SPECIFIC_RESOURCE,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_EXTRA_ACCUMULATION_SPECIFIC_RESOURCE
MODIFIER_PLAYER_CITIES_ADJUST_EXTRA_ACCUMALATION_TERRAIN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_EXTRA_ACCUMALATION_TERRAIN
MODIFIER_PLAYER_CITIES_ADJUST_IMPROVEMENT_VALID_TERRAIN,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_IMPROVEMENT_VALID_TERRAIN
MODIFIER_PLAYER_CITIES_ADJUST_YIELD_FROM_POWERED_BUILDINGS,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_YIELD_FROM_POWERED_BUILDING
MODIFIER_PLAYER_CITIES_CHANGE_POPULATION_CREATE_UNIT,COLLECTION_PLAYER_CITIES,EFFECT_ADJUST_CITY_POPULATION_UNIT_CREATED
MODIFIER_PLAYER_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_ANGEVIN_EMPIRE
MODIFIER_PLAYER_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_CANADIAN_EXPEDITIONARY
MODIFIER_PLAYER_DIPLOMACY_AGENDA_KAITIAKITANGA,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_KAITIAKITANGA
MODIFIER_PLAYER_DIPLOMACY_AGENDA_LAWGIVER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_LAWGIVER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_LORD_OF_MINES,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_LORD_OF_MINES
MODIFIER_PLAYER_DIPLOMACY_AGENDA_PATRON_OF_ARTS,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_PATRON_OF_ARTS
MODIFIER_PLAYER_DIPLOMACY_AGENDA_RAVEN_BANNER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_RAVEN_BANNER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_FLAT_EARTHER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_FLAT_EARTHER
MODIFIER_PLAYER_DIPLOMACY_AGENDA_TURTLER,COLLECTION_MAJOR_PLAYERS,EFFECT_DIPLOMACY_AGENDA_TURTLER
MODIFIER_PLAYER_DISTRICT_ADJUST_DISTRICT_AMENITY,COLLECTION_OWNER,EFFECT_ADJUST_DISTRICT_AMENITY
MODIFIER_PLAYER_GRANT_SPECIFIC_TECHNOLOGY,COLLECTION_OWNER,EFFECT_GRANT_PLAYER_SPECIFIC_TECHNOLOGY
MODIFIER_PLAYER_UNIT_ADJUST_ADVANCED_COASTAL_RAID,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ADVANCED_COASTAL_RAID
MODIFIER_PLAYER_UNIT_ADJUST_BYPASS_WALLS_PROMOTION_CLASS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_BYPASS_WALLS_PROMOTION_CLASS
MODIFIER_PLAYER_UNIT_ADJUST_HEAL_RELIGION_PER_TURN,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_HEALING_RELIGION_MODIFIERS
MODIFIER_PLAYER_UNIT_ADJUST_ENABLE_WALL_ATTACK_PROMOTION_CLASS,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ENABLE_WALL_ATTACK_PROMOTION_CLASS
MODIFIER_PLAYER_UNIT_ADJUST_ROCK_BAND_LEVEL_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_DISTRICT
MODIFIER_PLAYER_UNIT_ADJUST_ROCK_BAND_LEVEL_IMPROVEMENT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_IMPROVEMENT
MODIFIER_PLAYER_UNIT_ADJUST_ROCK_BAND_LEVEL_NATIONAL_PARK,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATIONAL_PARK
MODIFIER_PLAYER_UNIT_ADJUST_ROCK_BAND_LEVEL_NATURAL_WONDER,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_ROCK_BAND_LEVEL_NATURAL_WONDER
MODIFIER_PLAYER_UNIT_ADJUST_TOURISM_BOMB_ADDITIONAL_YIELD,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_YIELD_PER_TOURISM_BOMB
MODIFIER_PLAYER_UNIT_ADJUST_TOURISM_BOMB_CONVERT_CITY,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_TOURISM_BOMB_CONVERT_CITY
MODIFIER_PLAYER_UNIT_ADJUST_TOURISM_BOMB_DISTRICT,COLLECTION_OWNER,EFFECT_ADJUST_UNIT_TOURISM_BOMB_DISTRICT
